beta0,beta1,tstop,epoch,beta0,beta1,mean_gs,std_gs,spin
0.2,13.0,200.0,0.001,0.575,8.75,-11.809245109558105,0.004182268399745226,1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0
0.2,13.0,200.0,0.001,0.575,8.75,-11.809245109558105,0.004182268399745226,1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0
0.2,13.0,200.0,0.001,0.575,8.75,-11.809245109558105,0.004182268399745226,1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0
0.2,13.0,200.0,0.001,0.575,8.75,-11.809245109558105,0.004182268399745226,1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0
0.2,13.0,200.0,0.001,0.575,8.75,-11.809245109558105,0.004182268399745226,1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0
0.2,13.0,200.0,0.001,0.575,8.75,-11.809245109558105,0.004182268399745226,1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0
0.2,13.0,200.0,0.001,0.575,8.75,-11.809245109558105,0.004182268399745226,1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0
0.2,13.0,200.0,0.001,0.575,8.75,-11.809245109558105,0.004182268399745226,1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0
0.2,13.0,200.0,0.001,0.575,8.75,-11.809245109558105,0.004182268399745226,1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0
0.2,13.0,200.0,0.001,0.575,8.75,-11.809245109558105,0.004182268399745226,1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0
0.2,13.0,200.0,0.001,0.575,8.75,-11.809245109558105,0.004182268399745226,1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0
0.2,13.0,200.0,0.001,0.575,8.75,-11.809245109558105,0.004182268399745226,1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0
0.2,13.0,200.0,0.001,0.575,8.75,-11.809245109558105,0.004182268399745226,1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0
0.2,13.0,200.0,0.001,0.575,8.75,-11.809245109558105,0.004182268399745226,1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0
0.2,13.0,200.0,0.001,0.575,8.75,-11.809245109558105,0.004182268399745226,1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0
0.2,13.0,200.0,0.001,0.575,8.75,-11.809245109558105,0.004182268399745226,1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:-1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0:1.0
